book,release,institution_id,class_id,student_id,response,construct,chapter_number,EOC,n_possible,n_correct,n_attempt
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Intrinsic Value,8,0.6486486486486487,74,48,90
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Intrinsic Value,9,0.4375,64,28,78
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,10,0.4426229508196721,61,27,70
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,11,0.35064935064935066,77,27,93
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,12,0.56,75,42,87
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,2,0.6404494382022472,89,57,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,3,0.801980198019802,101,81,138
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,4,0.6842105263157895,115,78,185
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,5,0.6944444444444444,72,50,117
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,6,0.5871559633027523,109,64,155
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,7,0.6612903225806451,62,41,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,8,0.6486486486486487,74,48,90
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,9,0.4375,64,28,78
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Cost,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Utility Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Expectancy,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0bb07657-119e-447c-be08-a9bd9b17011e,NA,Intrinsic Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,10,0.7301587301587301,63,46,74
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,11,0.5584415584415584,77,43,94
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,12,0.5487804878048781,82,45,103
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,2,0.46206896551724136,145,67,837
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,3,0.6991150442477876,113,79,171
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,4,0.6521739130434783,139,90,338
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,5,0.6923076923076923,65,45,102
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,6,0.6363636363636364,110,70,180
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,7,0.7741935483870968,62,48,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,8,0.7777777777777778,72,56,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,9,0.8,100,80,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,10,0.7301587301587301,63,46,74
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,11,0.5584415584415584,77,43,94
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,12,0.5487804878048781,82,45,103
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,2,0.46206896551724136,145,67,837
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,3,0.6991150442477876,113,79,171
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,4,0.6521739130434783,139,90,338
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,5,0.6923076923076923,65,45,102
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,6,0.6363636363636364,110,70,180
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,7,0.7741935483870968,62,48,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,8,0.7777777777777778,72,56,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,9,0.8,100,80,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,10,0.7301587301587301,63,46,74
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,11,0.5584415584415584,77,43,94
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,12,0.5487804878048781,82,45,103
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,2,0.46206896551724136,145,67,837
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,3,0.6991150442477876,113,79,171
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,4,0.6521739130434783,139,90,338
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,5,0.6923076923076923,65,45,102
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,6,0.6363636363636364,110,70,180
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,7,0.7741935483870968,62,48,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,8,0.7777777777777778,72,56,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,9,0.8,100,80,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,10,0.7301587301587301,63,46,74
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,11,0.5584415584415584,77,43,94
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,12,0.5487804878048781,82,45,103
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,2,0.46206896551724136,145,67,837
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,3,0.6991150442477876,113,79,171
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,4,0.6521739130434783,139,90,338
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,5,0.6923076923076923,65,45,102
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,6,0.6363636363636364,110,70,180
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,7,0.7741935483870968,62,48,68
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,8,0.7777777777777778,72,56,85
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,9,0.8,100,80,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Cost,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Utility Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Expectancy,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,0c3da7ec-5600-4e50-95b1-1b0c26ca64d6,NA,Intrinsic Value,13,NA,NA,NA,NA
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,10,0.5625,64,36,77
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,11,0.5,76,38,91
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,12,0.6973684210526315,76,53,89
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,2,0.7816091954022989,87,68,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,3,0.7352941176470589,102,75,139
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,4,0.7094017094017094,118,83,189
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,5,0.7049180327868853,61,43,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,6,0.6213592233009708,103,64,138
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,7,0.6885245901639344,61,42,66
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,8,0.5897435897435898,78,46,99
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Cost,9,0.7,100,70,127
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,10,0.5625,64,36,77
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,11,0.5,76,38,91
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,12,0.6973684210526315,76,53,89
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,2,0.7816091954022989,87,68,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,3,0.7352941176470589,102,75,139
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,4,0.7094017094017094,118,83,189
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,5,0.7049180327868853,61,43,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,6,0.6213592233009708,103,64,138
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,7,0.6885245901639344,61,42,66
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,8,0.5897435897435898,78,46,99
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Expectancy,9,0.7,100,70,127
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,10,0.5625,64,36,77
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,11,0.5,76,38,91
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,12,0.6973684210526315,76,53,89
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,2,0.7816091954022989,87,68,129
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,3,0.7352941176470589,102,75,139
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,4,0.7094017094017094,118,83,189
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,5,0.7049180327868853,61,43,88
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,6,0.6213592233009708,103,64,138
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,7,0.6885245901639344,61,42,66
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,8,0.5897435897435898,78,46,99
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Intrinsic Value,9,0.7,100,70,127
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Utility Value,10,0.5625,64,36,77
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Utility Value,11,0.5,76,38,91
College / Advanced Statistics and Data Science (ABCD),v4.4,292cff87-3c74-4e94-8622-233afb0427dd,6fbf5a0a-cf5d-4567-89b5-eb5c4a16c4ab,153182bc-a8a2-4e03-ba68-4bfb996e3ff7,NA,Utility Value,12,0.6973684210526315,76,53,89
